State,Suburb,Brand,address,Postcode,Phone,E10,Regular,91 Octane,98 Octane,LPG,Diesel,Biodiesel,Premium Diesel,Eftpos,Workshop,24 Hours,Car wash,Disabled Toilet,ATM,BBQ Gas,Truckstop,Starcash,E-FLEX,95 Octane,Longitude,Latitude
QLD,WOOLLOONGABBA,CALTEX,118 LOGAN RD,4102,07 38915107,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,N,N,Y,N,Y,153.039842,-27.490504
NSW,CONCORD,CALTEX WOOLWORTHS,87-89 PARRAMATTA RD,2137,02 97446046,Y,N,N,N,N,N,N,Y,Y,Y,Y,N,Y,Y,Y,N,Y,N,Y,151.099455,-33.868048
NSW,BONDI,CALTEX,51 BONDI RD CNR PARK RD,2026,02 93878750,Y,N,N,Y,N,N,N,Y,Y,Y,Y,N,N,Y,N,N,Y,N,Y,151.259872,-33.893609
VIC,ST KILDA,SAFEWAY CALTEX,99 CHAPEL ST CNR INKERMAN,3182,03 85989726,N,Y,N,Y,Y,N,N,Y,Y,Y,N,N,N,N,Y,N,N,N,Y,144.990467,-37.865493
QLD,BOWEN,WOOLWORTHS CALTEX,24 RICHMOND RD,4805,07 47865614,Y,Y,N,N,N,Y,N,N,Y,Y,Y,N,N,N,Y,N,N,N,Y,148.237395,-20.001051
NSW,WYONG,CALTEX,122 PACIFIC HWY,2259,02 43532727,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,Y,N,Y,N,Y,151.425075,-33.283793
NSW,BAULKHAM HILLS,CALTEX WOOLWORTHS,117 SEVEN HILLS RD,2153,02 96208222,Y,N,N,Y,N,N,N,Y,Y,Y,N,N,N,N,N,N,Y,N,Y,150.974942,-33.761561
NSW,DENILIQUIN,CALTEX,336 HAY ROAD,2710,03 58811457,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,Y,N,Y,N,Y,144.980785,-35.522905
QLD,GLADSTONE,CALTEX,12 CHAPPLE ST,4680,07 49766800,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,151.245901,-23.842273
TAS,PERTH,CALTEX,102 MAIN ST,7300,03 63982330,N,Y,N,Y,N,Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,Y,147.177113,-41.578725
SA,STIRLING,WOOLWORTHS CALTEX,66 MOUNT BARKER RD,5152,08 83701766,N,Y,N,Y,Y,N,N,Y,N,Y,N,N,N,N,Y,N,N,N,Y,138.719676,-35.007385
VIC,DRYSDALE,SAFEWAY CALTEX,110-112 HIGH ST,3222,03 52533066,N,Y,N,Y,Y,N,N,Y,N,Y,Y,N,N,N,Y,N,N,N,Y,144.561545,-38.178575
VIC,ALTONA NRTH,SAFEWAY CALTEX,CNR DUOSA RD & LANGSHAW ST,3025,03 93145187,N,Y,N,N,Y,N,N,Y,N,Y,Y,N,N,N,Y,N,N,N,Y,144.84777,-37.826936
VIC,LANGWARRIN,SAFEWAY CALTEX,385 FRANKSTON-CRANBOURNE RD,3910,03 87900477,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,N,N,Y,N,N,N,Y,145.151263,-38.116979
VIC,RYE,SAFEWAY CALTEX,2479-2481 POINT NEPEAN RD,3941,03 59857589,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,N,N,Y,N,N,N,Y,144.817268,-38.36977
NSW,CHATSWOOD EAST,WOOLWORTHS CALTEX,364-366 EASTERN VALLEY WAY,2067,02 94174611,Y,N,N,Y,Y,N,N,Y,N,Y,Y,N,N,N,Y,N,N,N,Y,151.201675,-33.78733
QLD,MACKAY,WOOLWORTHS CALTEX,3 MANGROVE RD,4740,07 49535281,N,Y,N,Y,N,N,N,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,149.179913,-21.139031
TAS,HOBART,CALTEX,188 BROOKER AVE & BURNETT STREET,7000,03 62310169,N,Y,N,Y,Y,Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,Y,147.32241,-42.871103
WA,APPLECROSS,CALTEX,918 CANNING HWY,6153,08 93641907,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,N,Y,115.851092,-32.011539
VIC,BUNYIP,CALTEX,3245 PRINCES HWY,3815,03 56295405,N,Y,N,Y,Y,Y,N,N,Y,Y,N,N,N,N,Y,N,N,N,Y,145.713059,-38.075489
NSW,HORNSBY HEIGHTS,CALTEX,110 GALSTON RD,2077,02 99874056,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,N,N,N,Y,151.098095,-33.676702
QLD,EMU PARK,INDEPENDENT,38 PATTERSON ST,4703,07 4939 6173,N,Y,Y,N,N,Y,N,N,Y,Y,N,N,N,N,Y,N,N,N,N,150.808568,-23.233251
WA,MOUNT LAWLEY,CALTEX,810 BEAUFORT ST,6050,08 92713011,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,N,Y,115.881476,-31.925227
WA,PERTH,CALTEX,141 WELLINGTON ST CNR HILL ST,6000,08 92255827,N,Y,N,Y,N,N,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,N,Y,115.870045,-31.955259
QLD,COOMBABAH,CALTEX WOOLWORTHS,384 OXLEY DRIVE CNR LAE DRIVE,4216,07 55376564,N,Y,N,Y,N,N,N,Y,Y,Y,N,N,N,Y,N,N,Y,N,Y,153.388422,-27.912076
NSW,ERINA,CALTEX WOOLWORTHS,155 THE ENTRANCE RD,2250,02 4367 7548,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,N,N,Y,N,Y,151.379715,-33.438525
QLD,POMONA,CALTEX,19 FACTORY STREET,4568,07 54851630,N,Y,N,Y,N,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,Y,152.855928,-26.364077
VIC,RINGWOOD EAST,CALTEX,18 MT DANDENNG RD,3135,03 98795801,N,Y,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,N,N,N,Y,145.240991,-37.811691
QLD,EIDSVOLD,AMPOL,MORETON ST,4627,07 41651209,N,Y,Y,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,151.122077,-25.371884
NSW,ST IVES,CALTEX WOOLWORTHS,164 MONA VALE RD,2075,02 91441425,Y,N,N,Y,N,N,N,Y,Y,Y,Y,Y,N,Y,Y,N,Y,N,Y,151.156881,-33.731105
WA,MORAWA,INDEPENDENT,WINFIELD STREET,6623,08 99711073,N,Y,Y,N,N,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,116.009518,-29.21154
WA,SUNSET BEACH GERALDTON,CALTEX,620 CHAPMAN ROAD,6530,08 99381212,N,Y,Y,Y,N,Y,N,N,Y,Y,N,N,N,N,Y,N,N,N,N,114.626932,-28.719705
WA,O'CONNR,CALTEX WOOLWORTHS,309 STOCK RD CNR SAINSBURY RD,6163,08 93375551,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,1,Y,N,Y,115.793382,-32.055452
SA,KESWICK,CALTEX WOOLWORTHS,409 SOUTH ROAD,5035,08 82935495,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,138.5712,-34.942258
WA,ERSKINE,CALTEX,112 OAKLEIGH DR CNR OLD COAST ROAD,6210,08 95869531,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,N,Y,Y,N,Y,N,Y,115.689339,-32.560288
NSW,MERRYLANDS,CALTEX,229 WOODVILLE RD CNR LACKEY ST,2160,02 96372450,Y,N,N,Y,N,N,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,N,Y,150.998449,-33.845478
TAS,DEVONPORT,CALTEX WOOLWORTHS,32 FORMBY RD,7310,03 64248772,N,Y,N,Y,Y,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,146.361878,-41.185885
WA,ALBANY,CALTEX,204 NRTH RD,6330,08 98413809,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,Y,N,Y,N,Y,N,Y,117.874578,-35.005751
QLD,NEBO,CALTEX,PEAK DOWNS HIGHWAY,4742,07 4950 5130,N,Y,N,Y,N,Y,N,N,N,Y,N,N,N,N,N,7,N,N,N,148.692784,-21.683386
QLD,AYR ROSSITERS HILL,INDEPENDENT,BRUCE HIGHWAY,4807,07 4726 0322,N,Y,Y,N,N,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,147.403787,-19.572403
QLD,CARINA,CALTEX,849 OLD CLEVELAND RD CNR ANZAC RD,4152,07 38436437,Y,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,Y,N,Y,N,Y,153.093407,-27.495752
QLD,MARSDEN,CALTEX,10 THIRD AVE CNR BROWNS PLAINS RD,4132,07 38034600,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,N,Y,Y,Y,153.087981,-27.679909
NSW,GRIFFITH,WOOLWORTHS CALTEX,29 BANNA AVENUE,2680,02 69643190,N,Y,N,Y,Y,N,N,Y,Y,Y,N,N,N,N,Y,N,N,N,Y,146.06074,-34.289611
QLD,VICTORIA POINT,WOOLWORTHS CALTEX,480-490 REDLAND BAY ROAD,4165,07 32078764,N,Y,N,Y,N,N,N,Y,N,Y,N,N,N,N,Y,N,N,N,Y,153.28255,-27.58715
NSW,JERRABOMBERRA,WOOLWORTHS CALTEX,10 LIMESTONE DRIVE,2619,02 62999560,Y,N,N,Y,Y,N,N,Y,N,Y,Y,N,N,N,Y,N,N,N,Y,149.199851,-35.380968
NSW,EDGEWORTH,WOOLWORTHS CALTEX,736-742 MAIN ROAD,2285,02 49508817,Y,N,N,N,Y,N,N,Y,N,Y,N,N,N,N,Y,N,N,N,Y,151.620527,-32.92415
VIC,LOWER TEMPLESTOWE,SAFEWAY CALTEX,323 MANNINGHAM ROAD,3106,03 98521314,N,Y,N,Y,Y,N,N,Y,N,Y,Y,N,N,N,Y,N,N,N,Y,145.113114,-37.773493
VIC,CAMPERDOWN,SAFEWAY CALTEX,101 MANIFOLD ST,3260,03 55933172,N,Y,N,N,Y,Y,N,N,N,Y,Y,N,N,N,Y,N,N,N,Y,143.150191,-38.234834
VIC,BALWYN,SAFEWAY CALTEX,192 WHITEHORSE ROAD,3103,03 98169086,N,Y,N,Y,Y,N,N,Y,N,Y,N,N,N,N,Y,N,N,N,Y,145.076468,-37.812323
QLD,ACACIA RIDGE NRTH,CALTEX,1240 BEAUDESERT RD,4110,07 32745897,Y,Y,N,Y,N,N,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,N,Y,153.025949,-27.580258
NSW,MILLER,CALTEX WOOLWORTHS,86 CARTWRIGHT AVE CNR WOODWARD CRES,2168,02 96077205,Y,N,N,Y,N,N,N,Y,Y,Y,Y,N,N,Y,Y,N,N,N,Y,150.882739,-33.918823
NSW,NARRABRI,CALTEX WOOLWORTHS,ANNE ST CNR DANGAR ST,2390,02 67922045,Y,N,N,Y,N,N,N,Y,Y,Y,N,N,N,N,Y,N,N,N,Y,149.775642,-30.329835
QLD,WATERFORD,CALTEX,950 KINGSTON RD CNR ALLORA ST,4133,07 32005200,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,Y,N,Y,N,Y,153.134314,-27.691419
QLD,MARYBOROUGH,CALTEX,182 KENT ST,4650,07 41214892,Y,Y,N,Y,N,Y,N,N,Y,Y,N,N,N,N,N,1,Y,N,N,152.71129,-25.544504
QLD,MARYBOROUGH,CALTEX,415 ALICE STREET,4650,07 41213876,Y,Y,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,N,N,N,Y,152.690518,-25.533945
TAS,OUSE,INDEPENDENT,LYELL HIGHWAY,7140,03 62871281,N,Y,Y,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,146.710365,-42.484591
QLD,BRACKEN RIDGE,CALTEX WOOLWORTHS,168 BARRETT ST,4017,07 32697375,N,Y,N,N,N,Y,N,Y,Y,Y,N,N,N,N,Y,N,N,N,Y,153.040834,-27.319317
TAS,SIDMOUTH,CALTEX,BATMAN HIGHWAY,7270,03 63947272,N,Y,N,N,N,Y,N,N,Y,Y,N,N,N,N,Y,1,N,N,Y,146.888007,-41.22201
QLD,CALOUNDRA,CALTEX,17 NEWING WAY,4551,0408 740 289,Y,Y,N,Y,N,Y,N,N,N,Y,Y,N,N,N,N,1,N,N,Y,153.111379,-26.789975
QLD,GYMPIE,CALTEX,176 BRISBANE RD,4570,0408 740 289,N,N,N,N,N,Y,N,N,N,Y,Y,N,N,N,N,1,N,N,N,152.682772,-26.210133
QLD,KAWANA WATERS,CALTEX,12 TEXTILE AVE,4575,0447 12 7235,N,Y,N,Y,N,Y,N,N,N,Y,Y,N,N,N,N,1,N,N,N,153.124132,-26.729805
QLD,BUDERIM,CALTEX,69 ENTERPRISE ST,4556,0408 740 289,N,Y,N,Y,N,Y,N,N,N,Y,Y,N,N,N,N,1,N,N,N,153.026411,-26.669977
QLD,NOSAVILLE,CALTEX,13 VENTURE DRIVE,4566,0447 127 235,N,Y,N,Y,N,Y,N,N,N,Y,Y,N,N,N,N,1,N,N,N,153.044595,-26.407953
QLD,NAMBOUR,CALTEX,19-21 RIGBY ST,4560,0447 127 235,N,Y,N,Y,N,Y,N,N,N,Y,Y,N,N,N,N,1,N,N,N,152.962821,-26.618501
QLD,CHERMSIDE,WOOLWORTHS CALTEX,725 WEBSTER RD CNR GYMPIE ST,4032,07 33505783,Y,Y,N,N,N,N,N,Y,N,Y,N,N,N,N,Y,N,N,N,Y,153.024713,-27.374828
ACT,BELCONNEN,WOOLWORTHS CALTEX,4 LUXTON ST CNR COULTER ST,2617,02 62532471,N,Y,N,N,Y,N,N,Y,N,Y,Y,Y,N,N,Y,N,N,N,Y,149.059127,-35.236398
VIC,DANDENNG SOUTH,CALTEX,393-399 SOUTH GIPPSLAND HWY CNR KN,3175,03 97990111,N,N,N,N,N,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,N,N,145.244724,-38.031127
VIC,BROOKLYN,CALTEX,574 GEELONG RD CNR MCDONALD RD,3025,03 97990111,N,N,N,N,N,Y,N,N,N,Y,Y,N,N,N,N,1,N,N,N,144.847464,-37.816314
NSW,BARRACK HEIGHTS,CALTEX,332-336 SHELLHARBOUR RD,2528,02 42963120,Y,N,N,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,N,N,N,Y,150.860087,-34.564871
VIC,DANDENNG SOUTH,CALTEX,393-399 SOUTH GIPPSLAND HWY CNR KN,3175,03 97990111,N,Y,N,N,N,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,N,N,145.244724,-38.031127
WA,JOONDALUP,WOOLWORTHS CALTEX,189 WINTON RD,6027,08 93001782,N,Y,N,Y,Y,N,N,Y,N,Y,Y,N,N,N,Y,N,N,N,Y,115.76289,-31.744629
SA,MODBURY,CALTEX WOOLWORTHS,1003 NRTH EAST ROAD,5092,08 82643806,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,Y,N,Y,N,Y,138.692365,-34.828284
WA,GELORUP,CALTEX,LOT 15 BUSSELL HIGHWAY,6230,08 97957002,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,N,N,Y,N,Y,115.584295,-33.487607
NSW,SINGLETON,CALTEX,58-62 JOHN STREET,2330,02 65714700,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,Y,N,N,N,Y,151.164994,-32.567326
QLD,SHAILER PARK,CALTEX WOOLWORTHS,6 LEDA DR,4128,07 38013802,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,153.168626,-27.659349
ACT,HUME,WOOLWORTHS CALTEX,94-96 SHEPHERD ST CNR MONARO HWY,2620,02 62602758,N,Y,N,N,Y,N,N,Y,N,Y,Y,N,N,Y,Y,N,N,N,Y,149.162045,-35.392358
VIC,OCEAN GROVE,SAFEWAY CALTEX,CNR SHELL RD & KINSTON DOWNS DR,3226,03 52553684,N,Y,N,Y,Y,N,N,Y,N,Y,Y,N,N,N,Y,N,N,N,Y,144.548888,-38.258965
NSW,ILUKA,CALTEX,CNR SPENCER & YOUNG STS,2466,02 66466566,N,Y,N,Y,N,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,153.350208,-29.405122
QLD,ANNERLEY,CALTEX WOOLWORTHS,534 IPSWICH RD CNR EKIBIN ROAD,4103,07 33929305,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,Y,N,Y,N,Y,153.031765,-27.512117
QLD,CROWS NEST,INDEPENDENT,36 EMU CREEK RD,4355,07 46981472,Y,Y,N,N,N,Y,N,N,Y,Y,N,N,N,N,N,1,N,N,Y,152.052202,-27.256727
NSW,CANWINDRA,CALTEX,43 FERGUSON,2804,02 63441020,N,Y,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,Y,148.664913,-33.562159
QLD,WATERFORD WEST,CALTEX,76 CHAMBERS FLAT RD CNR MARK LANE,4133,07 38052580,Y,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,Y,N,Y,N,Y,153.114601,-27.681235
QLD,COLMSLIE,CALTEX WOOLWORTHS,780 WYNNUM RD CNR JUNCTION RD,4170,07 33996455,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,Y,N,Y,N,Y,153.079106,-27.466595
SA,MURRAY BRIDGE,CALTEX,2-8 PRINCES HIGHWAY,5253,08 85322060,N,Y,N,Y,Y,Y,N,N,Y,Y,N,N,N,Y,Y,1,N,N,N,139.28535,-35.111972
WA,HOPETOUN,INDEPENDENT,LOT 87 VEAL STREET,6348,08 98383052,N,Y,Y,N,N,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,120.126265,-33.944163
SA,ROSEWATER,CALTEX,128 GRAND JUNCTION RD,5013,08 84477661,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,Y,N,Y,N,Y,138.524751,-34.851672
SA,MOUNT GAMBIER,CALTEX,JUBILEE HWY,5290,08 87211777,N,Y,N,N,N,Y,N,N,Y,Y,N,N,N,N,N,1,N,N,Y,140.766088,-37.818329
NSW,JINDERA,CALTEX,90 URANA ROAD,2642,02 60263345,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,146.810802,-35.848957
VIC,BRUNSWICK EAST,CALTEX,382-386 LYGON ST,3057,03 93880870,N,Y,N,Y,N,N,N,Y,Y,Y,Y,N,N,Y,N,N,Y,N,Y,144.97264,-37.766805
QLD,GOONDIWINDI,CALTEX,BOUNDARY RD,4390,07 46710999,N,Y,N,Y,Y,Y,N,N,Y,Y,Y,N,N,Y,Y,7,Y,N,Y,150.311365,-28.528637
QLD,EMERALD,CALTEX,CAPRICORN HWY CNR CODENWARRA RD,4720,07 49837380,N,Y,N,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,Y,7,Y,N,Y,148.172538,-23.533879
NSW,FINLEY,CALTEX,295 MURRAY ST,2713,03 58819000,N,Y,N,Y,N,Y,N,N,Y,Y,Y,N,N,N,N,N,N,N,Y,145.573332,-35.648704
QLD,KYNUNA,INDEPENDENT,MATILDA HIGHWAY,4823,07 47468683,N,Y,Y,N,N,Y,N,N,N,Y,N,N,N,N,N,2,N,N,N,141.288729,-21.273748
NSW,ST HELENS PARK,BOGAS,24 WOODLAND ROAD,2560,02 46285344,N,Y,Y,N,N,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,150.813758,-34.097741
NSW,FORRESTERS BEACH,CALTEX,THE ENTRANCE RD CNR BELLEVUE RD,2260,02 43852050,Y,N,N,Y,N,N,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,N,Y,151.46882,-33.400605
NSW,WAMBERAL,CALTEX,656 THE ENTRANCE RD,2260,02 43846433,N,Y,N,N,N,Y,N,N,Y,Y,Y,N,N,Y,Y,N,Y,N,Y,151.437729,-33.423117
NSW,TAREN POINT,CALTEX WOOLWORTHS,114 TAREN POINT RD,2229,02 95247439,Y,N,N,Y,N,N,N,Y,Y,Y,N,N,N,Y,Y,N,Y,N,Y,151.121679,-34.020771
NSW,FAIRY MEADOW,CALTEX,30-34 PRINCES HWY CNR KINGSFORD ST,2519,02 42857776,Y,Y,N,N,N,Y,N,N,Y,Y,N,N,N,N,Y,N,N,N,Y,150.894188,-34.389266
VIC,TOOLERN VALE,INDEPENDENT,1486 DIGGERS REST-COIMADAI ROAD,3337,03 9746 1295,N,Y,N,N,N,Y,N,N,Y,Y,N,N,N,Y,Y,N,N,N,N,144.595357,-37.607753
NSW,CROOKWELL,INDEPENDENT,24 GOULBURN STREET,2583,02 48321609,N,Y,Y,N,N,Y,N,N,Y,Y,N,N,N,N,Y,N,N,N,N,149.468069,-34.45613
NSW,MORUYA,CALTEX,95A CAMPBELL STREET,2537,02 44742811,Y,Y,N,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,Y,N,Y,150.080361,-35.912256
WA,GOOMALLING,CALTEX,2 FORWARD STREET,6460,08 96221413,N,Y,N,N,Y,Y,N,N,N,Y,Y,N,N,N,N,N,N,N,Y,116.832138,-31.299062
SA,KENSINGTON,WOOLWORTHS CALTEX,CNR KENSINGTON RD & DUDLEY ST,5068,08 83333864,N,Y,N,Y,Y,N,N,Y,N,Y,Y,N,N,N,Y,N,N,N,Y,138.649841,-34.926492
SA,NARLUNGA CENTRE,WOOLWORTHS CALTEX,COLONNADES SHOP CNTR GOLDSMITH AVE,5168,08 83846466,N,Y,N,Y,Y,N,N,Y,N,Y,Y,N,N,N,Y,N,N,N,Y,138.497748,-35.14437
NSW,LISMORE,WOOLWORTHS CALTEX,99-105 DIADEM ST,2480,02 66224103,Y,N,N,Y,N,Y,N,N,N,Y,Y,N,N,N,Y,N,N,N,Y,153.287459,-28.811615
QLD,NAMBOUR,WOOLWORTHS CALTEX,178 CURRIE ST,4560,07 54412174,N,Y,N,Y,N,N,N,Y,N,Y,Y,N,N,N,Y,N,N,N,Y,152.95991,-26.630499
VIC,KINGSBURY,SAFEWAY CALTEX,CNR PLENTY RD & SCOTT GROVE,3083,03 94712810,N,Y,N,Y,Y,N,N,Y,N,Y,Y,N,N,Y,Y,N,N,N,Y,145.038535,-37.719333
QLD,KARALEE,WOOLWORTHS CALTEX,LOT 266 JUNCTION RD CNR LANGLANDS R,4306,07 32022745,Y,Y,N,N,N,N,N,Y,N,Y,Y,N,N,N,Y,N,N,N,Y,152.799515,-27.571405
QLD,BEAUDESERT,CALTEX,32-38 TELEMON ST,4285,07 55412177,N,Y,Y,N,N,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,Y,152.990731,-27.994528
SA,BOLIVAR,CALTEX,965 PORT WAKEFIELD RD,5110,08 82503321,N,Y,N,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,Y,1,Y,N,Y,138.591055,-34.759609
WA,NRTHAMPTON,INDEPENDENT,44 HAMPTON RD,6535,08 99341205,N,Y,Y,N,N,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,114.641446,-28.365852
NSW,THORNLEIGH,CALTEX WOOLWORTHS,200-202 PENNANT HILLS RD,2120,02 94840563,Y,N,N,Y,Y,N,N,Y,Y,Y,Y,Y,N,Y,Y,N,Y,N,Y,151.083806,-33.727054
VIC,TORQUAY,SAFEWAY CALTEX,72-76 SURF COAST HWY,3228,03 52616350,N,Y,N,Y,Y,N,N,Y,N,Y,Y,N,N,Y,Y,N,N,N,Y,144.337411,-38.220828
VIC,SHEPPARTON,SAFEWAY CALTEX,292-294 HIGH ST,3630,03 58220163,N,Y,N,Y,Y,N,N,Y,N,Y,Y,N,N,Y,Y,N,N,N,Y,145.410205,-36.382599
NSW,GOSFORD WEST,CALTEX,30A PACIFIC HWY,2250,02 43223835,Y,N,N,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,N,N,N,Y,151.318876,-33.427512
QLD,WONGA BEACH,CALTEX,438 DAINTREE RD,4873,07 40987616,N,Y,N,N,N,Y,N,N,Y,Y,N,N,N,N,Y,1,N,N,Y,145.411111,-16.35953
ACT,ERINDALE,WOOLWORTHS CALTEX,50 DENIGAN ST CNR MCBRYDE CRES,2903,02 62965033,N,Y,N,Y,Y,N,N,Y,N,Y,Y,N,N,N,Y,N,N,N,Y,149.096752,-35.40417
NSW,BALLINA,WOOLWORTHS CALTEX,44 PACIFIC HWY CNR KERR ST & BANGAL,2478,02 66813100,Y,N,N,Y,N,N,N,Y,N,Y,Y,N,N,N,Y,N,N,N,Y,153.560575,-28.858173
SA,VIRGINIA,INDEPENDENT,LOT 92 OLD PORT WAKEFIELD RD,5120,08 83809177,N,Y,Y,N,Y,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,138.560855,-34.668915
NSW,ORANGE,CALTEX,184 BYNG ST,2800,02 6361 4966,N,Y,N,N,N,Y,N,N,Y,Y,N,N,N,N,Y,N,N,N,Y,149.105023,-33.282316
NSW,FORBES,CALTEX,PARKES RD,2871,02 68521054,N,Y,N,N,Y,Y,N,N,Y,Y,Y,N,N,N,N,2,N,N,Y,148.022544,-33.363388
NSW,ORANGE,CALTEX,70-74 SUMMER ST,2800,02 63611616,N,Y,N,Y,Y,Y,N,N,Y,Y,N,N,N,N,Y,N,N,N,Y,149.093868,-33.282784
NSW,PARKES,CALTEX,352-360 CLARINDA ST CNR BUSHMAN ST,2870,02 68621367,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,Y,148.173695,-33.133083
NSW,CUDAL,CALTEX,NAYLOR ST,2864,02 63915000,N,Y,N,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,N,N,Y,148.742549,-33.283764
NSW,ORANGE,INDEPENDENT,5 LEEWOOD DRIVE,2800,02 6362 3600,N,N,N,N,N,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,149.109226,-33.308724
NSW,OBERON,CALTEX,LOWES MOUNT ROAD,2787,02 63361390,N,N,N,N,N,Y,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,149.858785,-33.692419
WA,EUCLA,INDEPENDENT,1 EYRE HIGHWAY,6443,08 90393468,N,Y,Y,Y,Y,Y,N,N,N,Y,N,N,Y,N,N,N,N,N,N,128.879147,-31.676071
WA,GREENBUSHES,INDEPENDENT,28 BLACKWOOD RD,6254,08 97643530,N,Y,Y,N,N,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,116.058781,-33.848637
NSW,WEST WYALONG,CALTEX,LOT 1-3 SHOWGROUND RD (WYALONG BY-P,2671,02 69722333,N,Y,N,N,N,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,Y,147.197696,-33.92558
WA,NRTHLANDS,CALTEX WOOLWORTHS,391 WANNEROO RD,6021,08 93490497,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,N,Y,115.831128,-31.8724
WA,KINGSLEY,CALTEX WOOLWORTHS,86 KINGSLEY DRIVE,6026,08 94096294,N,Y,N,Y,Y,N,N,Y,Y,Y,N,Y,N,N,Y,N,Y,N,Y,115.788554,-31.807073
VIC,COWES,CALTEX,140-142 THOMPSON AVENUE,3922,03 59522111,N,Y,N,Y,N,Y,N,N,Y,Y,N,N,N,N,Y,N,N,N,N,145.238894,-38.454463
WA,BASSENDEAN,CALTEX WOOLWORTHS,309 GUILDFORD RD,6054,08 93771027,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,N,Y,115.958958,-31.901096
SA,MILLICENT,CALTEX,GEORGE ST & WILLIAMS RD,5280,08 87333133,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,Y,140.359417,-37.603756
