Name,LocationNo,Street,Town,State,Postcode,Phone,Unlead,PremiumUnlead,BPUltimate, E10, Diesel, Any_Autogas, Hours_24, Trailers, LPGBottle, Toilets, CarWash, CleanGo, SuperWash, Other, Pay, EFTPOS, GIFT_CARD, ATM, Restaurant, TruckStops, Express, BP_UltimateDiesel,Latitude,Longitude
BP Fernhill,3226,Cnr Stephensons & Ferntree Gully Rds,Mount Waverley,VIC,3149,03 9544 8563,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,N,N,Y,N,Y,Y,Y,N,N,N,N,-37.89909787,145.1243446
BP Ferry Street,1436,71 Ferry St,Maryborough,QLD,4650,07 41213699,N,Y,Y,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,Y,N,Y,N,N,N,N,-25.53893198,152.6931315
BP Finley,484,255 Murray St,Finley,NSW,2713,03 5883 3458,Y,N,Y,N,Y,Y,N,N,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,-35.64548259,145.574902
BP Fish Creek,6988,3 Falls Rd,Fish Creek,VIC,3953,03 5683 2521,Y,Y,Y,N,Y,N,N,N,Y,Y,N,N,N,,N,Y,N,Y,N,N,N,N,-38.69258132,146.0830961
BP Fitzroy,9196,20A Main North Rd,Thorngate,SA,5082,08 8344 9595,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,Y,-34.89633931,138.5995991
BP Flores Road,6437,Cnr Flores Rd & Fourth St,Wonthella,WA,6530,08 99211290,Y,N,Y,N,Y,N,N,N,N,Y,N,N,N,,N,Y,N,N,N,N,N,N,-28.76398074,114.6338188
BP Forbes,1159,Cnr Johnson & Dowling Sts,Forbes,NSW,2871,02 6852 2245,Y,Y,Y,N,Y,Y,N,N,Y,Y,Y,N,N,Y,N,Y,Y,Y,N,N,N,N,-33.38197741,148.0102487
BP Forest Glen,1556,Mons Rd,Forest Glen,QLD,4556,07 5445 3477,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,-26.68846554,153.0111914
BP Forestville,2227,632 Warringah Rd,Forestville,NSW,2087,02 9451 4165,N,Y,Y,Y,Y,Y,N,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,N,-33.76001328,151.2143896
BP Forrestfield,1828,Cnr Hale & Hartfield Rds,Forrestfield,WA,6058,08 9359 4503,Y,Y,Y,N,N,Y,N,N,N,Y,N,Y,N,N,N,Y,N,Y,N,N,N,Y,-31.98923183,116.0097846
BP FORSTER,7261,86-88 McIntosh Street,FORSTER,NSW,2428,02 6555 7252,Y,N,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,,N,Y,Y,N,N,N,N,N,-32.19092849,152.5158537
BP Fortescue,6323,51 North West Coastal Highway,Sherlock,WA,6714,08 9184 5126,Y,N,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,-20.77912004,117.9054048
BP Foster,6987,94 Main St,Foster,VIC,3960,03 5682 2008,Y,Y,Y,n,Y,Y,n,n,Y,Y,n,n,n,,n,Y,Y,n,n,n,n,n,-38.65219658,146.2034791
BP Frankston South,7257,38 Frankson-Flinders Road,FRANKSTON SOUTH,VIC,3199,03 9769 6533,Y,Y,Y,N,Y,Y,N,,N,N,N,N,N,,N,N,Y,N,N,N,N,N,-38.15519476,145.1336319
BP Fyshwick,7075,2 Ipswich Street,Fyshwick,ACT,2609,02 6280 6881,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,N,N,N,N,Y,N,Y,N,N,N,N,-35.33007363,149.162737
BP GAMBIER WEST,7344,12 Crouch Street South,Mount Gambier,SA,5290,08 8723 2033,Y,Y,Y,N,Y,Y,N,N,N,Y,Y,N,N,Y,N,Y,Y,Y,N,N,N,N,-37.83150764,140.7852467
BP Gateshead,5516,66-68 Oxford Street,Gateshead,NSW,2290,02 4943 2902,Y,Y,Y,N,Y,N,N,N,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,-32.97836302,151.6835798
BP Gateway Port Macquarie,5549,Cnr Pacific Highway And Oxley Hwy,Port Macquarie,NSW,2446,02 6581 1325,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,-31.42670942,152.3565185
BP Gatton,1548,277 Gatton - Helidon Rd,Gatton,QLD,4343,07 5462 1452,Y,Y,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,-27.55528536,152.289406
BP Gawler,5922,22 Murray St,Gawler,SA,5118,08 8522 2554,Y,N,Y,N,N,Y,N,Y,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,Y,-34.60180532,138.7492606
BP Geebung,1442,Corner Of Newman Road And Lauren Street,Geebung,QLD,4034,07 3265 6763,Y,Y,Y,N,Y,N,N,Y,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,N,-27.37895003,153.0460595
BP General Store,1975,Cnr Bruxner Hwy & Lindendale Rd,Wollongbar,NSW,2477,02 6628 1240,Y,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,-28.815107,153.4031924
BP Gidgegannup,6144,2095 Toodyay Road,Gidgegannup,WA,6083,08 9574 6171,Y,N,Y,N,Y,Y,N,N,Y,Y,N,N,N,N,N,Y,N,Y,Y,N,N,N,-31.79292546,116.1939351
BP Gilgandra,728,84 Miller Street,Gilgandra,NSW,2827,n/a,y,y,n,n,y,y,n,n,n,y,n,n,n,,n,y,n,n,n,n,n,n,-31.70888858,148.6715763
BP Gin Gin,6957,6 Mulgrave Street,Gin Gin,QLD,4671,07 4157 2265,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,N,,N,Y,Y,Y,Y,N,N,N,-24.98685001,151.9534304
BP GLADSTONE AIRPORT,5573,Dawson Highway,West Gladstone,QLD,4680,07 4978 3579,Y,Y,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,-23.86474365,151.242095
BP Gladstone City,7283,3-5 Dawson Highway,GLADSTONE,QLD,4680,07 4972 3888,Y,Y,Y,N,Y,Y,N,N,N,N,N,N,N,,N,Y,Y,N,N,N,N,Y,-23.8599434,151.2451481
BP Glendambo Travel Stop,5333,Stuart Highway,GLENDAMBO,SA,5710,08 8672 1030,Y,N,Y,N,Y,Y,N,N,N,Y,N,N,N,N,N,Y,Y,Y,Y,N,N,N,-30.96779609,135.7597566
BP Glenella Store,8345,66 HILL END ROAD,Glenella,QLD,4740,07 4942 1200,Y,Y,N,N,Y,N,N,Y,N,Y,N,N,N,N,N,Y,N,Y,N,N,N,N,-21.11975885,149.1473069
BP Glenroy,3371,770 Pascoe Vale Road,Glenroy,VIC,3046,03 9304 2580,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,,Y,Y,Y,Y,N,N,N,N,-37.70786177,144.9167273
BP Glenview,4234,2632 GLASS HOUSE MOUNTAINS ROAD,GLENVIEW,QLD,4553,07 54945151,N,Y,Y,Y,N,N,Y,Y,Y,N,N,N,N,N,N,Y,Y,Y,Y,N,N,Y,-26.77278414,153.0395998
BP Glenwood Trading,6998,Lot 1 Arborten RD,GLENWOOD,QLD,4570,07 5485 7216,Y,Y,N,N,Y,N,N,N,Y,Y,N,N,N,,N,Y,N,Y,N,N,N,N,-25.93000486,152.60414
BP Glossop,9095,7 Anderson Tce,Glossop,SA,5344,08 8583 2018,Y,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,-34.2705058,140.530184
BP Golden Gate,1896,438 Hannan Street,Kalgoorlie,WA,6430,08 9021 1737,Y,N,Y,N,Y,Y,Y,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,-30.75282629,121.4659464
BP Goomalling,1813,42 Main St,Goomalling,WA,6460,08 9629 1245,Y,Y,Y,N,Y,Y,N,N,N,Y,N,N,N,N,N,Y,N,N,Y,N,N,N,-31.29161524,116.8333472
BP Goondi Bend,5509,117 Palmerston Drive,Innisfail,QLD,4860,07 4061 1033,Y,Y,Y,N,Y,N,N,N,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,-17.51834,146.0106871
BP Goonellabah,3036,339 Ballina Rd,Goonellabah,NSW,2480,02 6624 3647,N,Y,Y,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,-28.8133823,153.3391512
BP Gracemere Servie Centre,4900,29 - 31 Laurie St,Gracemere,QLD,4702,07 4933 3777,Y,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,-23.43842641,150.4572385
BP Grafton,1186,58 Fitzroy St,Grafton,NSW,2460,02 6643 5155,N,Y,Y,Y,Y,N,N,N,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,-29.69345466,152.9373115
BP Grantville,3341,1514-1516 Bass Hwy,Grantville,VIC,3984,03 5678 8545,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,-38.40751338,145.5297643
BP Granville,5585,27 Woodville Road,Granville,NSW,2142,02 9637 5795,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,N,N,Y,N,Y,N,Y,Y,N,N,N,-33.83068482,151.003919
BP Granville Maryborough,6964,107 Cambridge Street,Maryborough,QLD,4650,07 4123 1665,Y,Y,Y,N,Y,N,N,N,N,Y,N,N,N,,N,Y,Y,Y,N,N,N,N,-25.54100832,152.716878
BP Greenfield Park,6333,BP GREENFIELD PARK,GREENFIELD PARK,NSW,2176,02 9610 4554,Y,,Y,,Y,,,,,,,,,,,,,,,,N,,-33.87220352,150.8899168
BP Greenleigh,3212,131 Grimshaw St,Greensborough,VIC,3088,03 9435 4939,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,Y,Y,Y,N,N,N,N,-37.70432867,145.0999362
BP Greenwood,6171,19 Coolibah Dr,Greenwood,WA,6024,08 9447 5876,Y,Y,Y,N,N,Y,N,Y,N,Y,N,N,N,N,N,Y,Y,Y,N,N,N,Y,-31.83240829,115.801918
BP Grenfell,1193,83 Camp St,Grenfell,NSW,2810,02 6343 1749,Y,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,Y,N,Y,N,N,N,N,-33.89581138,148.1649981
BP Grenfell Road,2336,11 Grenfell Rd,Cowra,NSW,2794,02 6342 1235,N,Y,Y,Y,Y,Y,N,N,Y,Y,N,N,N,N,Y,Y,Y,N,N,N,N,N,-33.83436743,148.6733845
BP Greystanes,2259,Cnr Merrylands & Kippax Sts,Greystanes,NSW,2145,02 9636 3152,Y,Y,Y,N,Y,N,N,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,-33.82818005,150.938218
BP Grovedale,3720,134 Torquay Rd,Grovedale,VIC,3216,03 5241 1515,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,N,N,Y,N,Y,Y,Y,N,N,N,N,-38.19255922,144.3429843
BP GULGONG,952,77 Medley Street,GULGONG,NSW,2852,02 6374 1196,Y,Y,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,-32.36671443,149.5322538
BP Gundagai North Service Centre,5578,Corner Of Annie Pyers Drive And Hume Highway,Gundagai,NSW,2722,02 6944 0555,Y,Y,Y,N,Y,N,Y,N,Y,Y,N,N,N,N,N,Y,Y,Y,Y,N,N,N,-35.03287502,148.108888
BP Gunnedah RDD,7194,Cnr Abbott & Barber Streets,GUNNEDAH,NSW,2380,02 67702021,Y,N,Y,,Y,,N,,N,,,,,,,,Y,,,,N,N,-30.9809788,150.2549757
BP Gunns Gully,3061,171 Narracan Dr,Moe,VIC,3825,03 5127 6266,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,y,Y,N,N,N,N,-38.18707356,146.2832352
BP Gympie Gateway,8349,295 Brisbane Rd,Gympie,QLD,4570,07 5482 9744,Y,N,Y,N,Y,N,Y,N,Y,Y,N,N,N,N,N,Y,y,Y,Y,N,N,N,-26.22117467,152.6860886
BP Haberfield,9518,95 - 97 Ramsey Rd,Haberfield,NSW,2045,02 9798 7375,N,N,Y,Y,Y,N,N,Y,N,Y,Y,N,N,Y,N,Y,Y,N,N,N,N,N,-33.88162536,151.1402004
BP Halifax,1594,1 Macrussan St,Halifax,QLD,4850,07 4777 7155,Y,N,Y,N,Y,Y,N,Y,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,-18.58132897,146.28468
BP Halls Head,6170,2 Peelwood Pde,Halls Head,WA,6210,08 9581 1700,Y,Y,Y,N,N,N,Y,Y,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,Y,-32.55054149,115.7014981
BP Hamilton,549,Cnr Thompson & Lonsdale Sts,Hamilton,VIC,3300,03 5572 2267,Y,Y,Y,N,Y,Y,N,N,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,-37.74081152,142.0242127
BP Hampton Park,3379,7181 South Gippsland Hwy,Lyndhurst,VIC,3975,03 9702 8599,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,-38.03585734,145.2463548
BP Harcourt,5456,34 High Street,Harcourt,VIC,3453,03 5474 3130,Y,Y,Y,N,Y,Y,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,-36.99723145,144.2616739
BP Hartwell,3235,1237 Toorak Rd,Hartwell,VIC,3125,03 9809 1705,Y,Y,N,N,N,Y,N,Y,Y,N,Y,Y,N,N,N,Y,Y,N,N,N,N,N,-37.84850065,145.0819659
BP Hastings Point,7266,1 Coast Rd,Hastings Point,NSW,2489,02 6676 1213,Y,Y,Y,N,Y,,N,,,,,,,,,,Y,,,,N,N,-28.36268945,153.5762108
BP Hawker,6828,40 Elder Tce,Hawker,SA,5434,08 8648 4086,Y,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,-31.88937919,138.4240663
BP Healesville,6916,66 Maroondah Hwy,Healesville,VIC,3777,03 5962 4665,Y,N,Y,N,Y,Y,N,N,N,Y,N,N,N,,N,Y,Y,Y,N,N,N,N,-37.66215513,145.513275
BP Heatherhill,127,974 Heatherton Rd,Springvale South,VIC,3172,03 9546 1847,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,-37.9636548,145.1604029
BP Heathmont,3255,382 Canterbury Rd,Heathmont,VIC,3153,03 9729 5840,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,N,N,N,N,-37.82918136,145.2781265
BP Helensvale,2972,2 Discovery Dr,Helensvale,QLD,4210,07 5573 3767,N,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,Y,-27.92205701,153.3371071
BP Hervey Bay,6958,Cnr Main Street and Boat Harbo,Hervey Bay,QLD,4655,07 4124 1922,Y,N,Y,N,N,Y,N,N,Y,Y,Y,N,N,Y,N,Y,Y,Y,N,N,N,Y,-25.28961754,152.8309186
BP Hervey Bay Airport,7190,1 William Dean Avenue,Urangan,QLD,4655,741946053,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,,N,Y,Y,Y,N,N,N,N,-25.32282336,152.892499
BP Hexham,2231,Cnr Pacific Hwy & Old Maitland Rd,Hexham,NSW,2322,02 4964 8163,Y,Y,Y,N,Y,Y,N,N,N,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,-32.84012073,151.6892421
BP High Street,8055,Cnr High & Miebusch Rds,Toowoomba,QLD,4350,07 4635 4639,Y,Y,Y,N,Y,N,N,N,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,-27.58532794,151.9779113
BP Highbluff,3234,359 Bluff Road,Hampton,VIC,3188,03 9598 7202,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,Y,Y,N,N,N,-37.94567904,145.0218104
BP Highfields,5766,10538 New England Highway,HIGHFIELDS,QLD,4350,07 4630 8082,N,Y,Y,Y,N,Y,N,N,Y,Y,N,N,N,N,N,Y,Y,Y,Y,N,N,Y,-27.49339954,151.9506695
BP Highland Park,7044,Alexander Dr,Nerang,QLD,4211,07 5574 9066,N,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,Y,-28.00419293,153.3238269
BP Hillcrest,5413,33 Middle Rd,Hillcrest,QLD,4118,07 3809 0922,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,-27.67467625,153.0281986
BP HILTON,7255,79-81 Sir Donald Bradman Drive,HILTON,SA,5033,08 8354 5421,Y,Y,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,N,N,Y,-34.93221342,138.5691482
BP Hobart Airport (TAS),1800,3 Holyman Avenue,Cambridge,TAS,7170,03 6248 4738,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,N,,N,Y,N,Y,N,N,N,N,-42.83218693,147.4913714
BP Hobart Terminal,7050,Selfs Point Road,New Point,TAS,7008,03 6228 6377,Y,Y,N,N,Y,N,Y,N,N,N,N,N,N,,N,N,N,N,N,N,n,N,-42.86673648,147.2859004
BP Holland Park,2550,779 Logan Rd,Holland Park,QLD,4121,07 3847 3399,Y,Y,Y,N,N,N,N,Y,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,Y,-27.51435627,153.0547588
BP Home Hill,5706,46 Eighth Avenue,Home Hill,QLD,4806,,N,N,Y,Y,Y,N,Y,N,N,N,N,N,N,N,N,Y,y,N,N,N,N,N,-19.66727649,147.4154466
BP Hope Island,8133,69 - 71 Crescent Ave,Hope Island,QLD,4212,07 5530 1122,Y,Y,Y,N,Y,N,N,N,Y,Y,N,N,N,N,N,Y,y,Y,N,N,N,N,-27.87732488,153.374639
BP Hopetoun & Dca,415,95 Lascelles St,Hopetown,VIC,3396,03 5083 3323,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,-35.72901761,142.3656123
BP Horsham,5438,4 Dimboola Road,Horsham,VIC,3400,03 5382 1842,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,N,N,N,Y,Y,Y,Y,N,N,N,-36.7109618,142.1979623
BP Horsley Park,1526,1642 The Horsley Dr,Horsley Park,NSW,2164,02 9620 2670,N,Y,Y,Y,Y,Y,Y,N,Y,Y,N,N,N,N,N,Y,N,Y,N,N,N,N,-33.84969181,150.9033935
BP Howard Springs,312,150 Whitewood Rd,Howard Springs,NT,835,08 8983 1037,Y,Y,N,N,Y,N,N,N,Y,Y,N,N,N,N,Y,Y,N,Y,N,N,N,N,-12.49728233,131.0316167
BP Hughesdale,7310,Cnr Poath and North Rd,Oakleigh,VIC,3166,03 9579 4000,Y,Y,Y,N,Y,Y,,Y,Y,Y,Y,,,Y,,Y,Y,Y,,,,N,-37.90812608,145.0741736
BP Huntingdale,6117,Cnr Warton & Matilda Rds,Huntingdale,WA,6110,08 9490 2912,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,N,N,N,N,N,-32.07113218,115.9665169
BP Huonville,704,60 Main Rd,Huonville,TAS,7109,03 6264 3055,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,-43.02863609,147.049765
BP Indooroopilly,1451,71 Coonan St,Indooroopilly,QLD,4068,07 3378 2700,Y,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,-27.49954947,152.975529
BP Ingham & Dca,1452,66 Townsville Rd,Ingham,QLD,4850,07 4776 2786,N,Y,Y,Y,Y,Y,N,N,Y,Y,N,N,N,N,Y,Y,Y,Y,N,N,N,N,-18.65370915,146.1546338
BP Inglewood (119 Albert St),717,119 Albert Street,Inglewood,QLD,4387,07 4652 1353,y,y,n,n,y,y,n,n,n,y,n,n,n,,n,y,n,n,n,n,n,n,-28.41859964,151.0765999
BP Innisfail,1101,Cnr Ernest & Lily Sts,Innisfail,QLD,4860,07 4061 8100,Y,Y,Y,N,Y,N,Y,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,-17.52622913,146.0285544
BP Inverell DCA Shop Front,1047,313 Byron St,Inverell,NSW,2360,n/a,Y,Y,Y,n,Y,Y,n,n,n,n,n,n,n,,n,Y,n,n,n,n,n,n,-29.76779532,151.1203051
BP Inverloch,1346,25 Williams St,Inverloch,VIC,3996,03 5674 1442,Y,n,Y,n,Y,Y,n,n,Y,Y,n,n,n,,n,Y,Y,Y,n,n,n,n,-38.63165851,145.7293946
BP Invermay,605,28-32 Invermay Road,Launceston,TAS,7250,03 6331 7226,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,-41.43108996,147.1392863
BP Jabiru DSS,7289,Lakeside Drive,JABIRU,NT,886,08 8979 2001,Y,Y,Y,N,Y,N,N,N,N,Y,N,N,N,,N,Y,N,Y,N,N,N,N,-12.66806539,132.8375372
BP Jacaranda Avenue,4595,469 Kingston Rd,Kingston,QLD,4114,07 3208 0104,Y,Y,Y,N,Y,N,Y,Y,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,-27.65855749,153.1165953
BP Jamison,1109,Cnr Redfern & Bowman Sts,Macquarie,ACT,2614,02 6251 6308,Y,Y,Y,N,Y,Y,N,Y,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,-35.25552597,149.0697089
BP Jamison Town,2967,126 - 130 Mulgoa Rd,Penrith,NSW,2750,02 4733 3913,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,N,Y,N,Y,Y,Y,N,N,N,N,-33.76956555,150.6763146
BP Jerilderie,3044,13 Southy St,Jerilderie,NSW,2716,03 5886 1378,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,N,N,N,Y,y,Y,Y,N,N,N,-35.36083562,145.7192982
BP Jerrys Plains,5520,Lot 2 Pagan Street,Jerrys Plains,NSW,2330,02 6576 4155,Y,Y,N,N,Y,N,N,N,n,Y,N,N,N,,N,Y,N,N,N,N,n,N,-32.49685075,150.9107257
BP Jindabyne,1221,8 Kosciusko Rd,Jindabyne,NSW,2627,02 6456 2127,N,N,Y,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,-36.41480933,148.6176505
BP John Eyre Motel (DSS),1878,Eyre Highway,CAIGUNA,WA,6443,08 9039 3459,Y,Y,Y,N,Y,Y,Y,N,N,Y,N,N,N,N,N,Y,Y,Y,Y,N,N,N,-32.31857087,125.0943891
BP Johnston Street,855,69 Johnston St,Southport,QLD,4215,07 5527 0022,Y,Y,Y,N,Y,N,N,Y,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,-27.96499002,153.4038964
BP Julia Creek Roadhouse,1691,85 Burke Street,JULIA CREEK,QLD,4823,07 4746 7178,Y,Y,Y,,Y,Y,,,Y,Y,,,,,,Y,N,Y,Y,,,,-20.65775215,141.7397258
BP Jurien Bay,6082,110 Bashford St,Jurien Bay,WA,6516,08 9652 1444,Y,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,-30.31078287,115.036307
BP Kables OPT,2695,76 Piesley St,Orange,NSW,2800,02 6362 6461,N,Y,N,Y,Y,N,N,N,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,N,-33.29011286,149.1025313
BP Kadina,9170,19 Frances Tce,Kadina,SA,5554,08 8821 4753,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,-33.9645161,137.7136661
BP Kalbarri,6668,Lot 13 Clotsworthy St,Kalbarri,WA,6536,08 9937 1425,Y,N,Y,N,Y,Y,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,-27.70207643,114.1695748
BP Kalgoorlie Truckstop,4112,Celebration Rd,Boulder,WA,6432,08 9093 0266,Y,N,Y,N,Y,Y,Y,N,Y,Y,N,N,N,N,N,Y,Y,N,Y,N,N,N,-30.78198166,121.4883576
BP Kambalda East,6233,Cnr Kalgoorie & Emu Rocks Rd,Kambalda East,WA,6442,08 9027 1340,Y,N,Y,N,Y,Y,N,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,-31.20503714,121.639338
BP Kangaroo Flat,72,172 High St,Kangaroo Flat,VIC,3555,03 5447 2930,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,-36.7983098,144.2434759
BP Kapunda,9129,1 Mildred St,Kapunda,SA,5373,08 8566 3880,Y,N,Y,N,Y,Y,N,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,-34.33910694,138.9171018
BP Kapunda Main St,6965,122 Main St,Kapunda,SA,5373,08 566 2312,Y,Y,Y,N,Y,Y,N,Y,Y,Y,N,N,N,,N,Y,Y,Y,Y,N,N,N,-34.34563505,138.9121191
BP Kardinya,6207,88 Gilbertson Rd,Kardinya,WA,6163,08 9337 1463,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,-32.06904723,115.8199522
BP Karratha,1899,Balmoral Rd,Karratha,WA,6714,08 9185 1833,Y,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,-20.73601083,116.8425802
BP Katherine,9353,6 Katherine Tce,Katherine,NT,850,08 8971 9924,Y,Y,N,N,Y,Y,Y,N,N,Y,N,N,N,N,N,Y,N,Y,Y,N,N,N,-14.46699549,132.2649014
BP Katoomba,3304,199 Great Western Highway,KATOOMBA,NSW,2780,02 4782 1741,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,-33.70695489,150.3168748
BP Kawana,4608,Nicklin Way & Wyanda Dr,Bokarina,QLD,4575,07 5493 1670,Y,Y,Y,N,Y,N,N,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,-26.73088022,153.1291431
BP Kealba,5723,100 Sunshine Avenue,Kealba,VIC,3021,03 9310 7766,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,,N,Y,Y,Y,N,N,N,N,-37.74174114,144.8262413
BP Kearney Springs,7911,823 Ruthven St,Toowoomba,QLD,4350,07 4636 1399,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,N,N,N,Y,-27.58881654,151.9484789
BP Keilor Park Drive,5764,Corner Of Fullarton Road And Keilor Park Drive,Keilor Park,VIC,3042,03 9336 0220,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,Y,Y,N,N,N,-37.72451254,144.849834
BP Keith,5302,14 Dukes Hwy,Keith,SA,5267,08 8755 3181,Y,Y,Y,N,Y,Y,N,N,Y,Y,N,N,N,N,N,Y,N,Y,Y,N,N,N,-36.10507535,140.3623439
BP Keith Southbound,7237,Cnr Riddich & Dukes Highway,KEITH,SA,5267,08 8755 1700,Y,Y,N,N,,Y,,N,Y,N,N,N,N,,N,Y,,N,N,N,N,,-36.08571755,140.3424525
BP Kelmscott,5496,2907 Albany Highway,Kelmscott,WA,6111,08 9390 5433,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,Y,N,N,N,N,-32.11846465,116.0166507
BP Kemps Creek,7205,Lot 5 1443 Elizabeth Drive,Kemps Creek,NSW,2178,02 9826 1013,Y,Y,Y,,Y,Y,Y,,,Y,,,,,,,,Y,,,N,N,-33.87958199,150.7914321
