State,Suburb,Brand,Address,Postcode,Phone,E10,ULP,PULP,VX98,LPG,Diesel,Biodiesel,Vortex Diesel,Eftpos,Workshop,OpenAllHours,Carwash,Disabled Toilet,ATM,BBQ Gas,Truckstop,Starcash,E-FLEX,VX95,Longitude,Latitude
VIC,ROWVILLE,SAFEWAY CALTEX,1180 STUD RD,3178,03 97644193,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,,Yes,Yes,Yes,N,No,No,Yes,145.2334100,-37.9258460
VIC,ROXBURGH PARK,SAFEWAY CALTEX,260 SOMERTON RD,3064,03 93088370,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,,No,No,Yes,N,Yes,No,Yes,144.9316490,-37.6409430
VIC,SALE,SAFEWAY CALTEX,CUNNINGHAM ST CNR REEVES ST,3850,03 51430168,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,,No,No,Yes,N,No,No,Yes,147.0605880,-38.1071400
SA,SALISBURY,WOOLWORTHS CALTEX,CNR GAWLER & JAMES ST,5108,08 82814511,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,,No,No,Yes,N,No,No,Yes,138.6432630,-34.7618340
SA,SALISBURY DOWNS,WOOLWORTHS CALTEX,122 WINZOR RD,5108,08 82814511,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,,No,No,Yes,N,No,No,Yes,138.6256160,-34.7663240
VIC,SEAFORD,SAFEWAY CALTEX,164 NEPEAN HWY,3198,03 97735149,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,,No,No,Yes,N,No,No,Yes,145.1257000,-38.1086020
VIC,SEAFORD NORTH,SAFEWAY CALTEX,15 NEPEAN HWY,3198,03 97764274,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,,Yes,Yes,Yes,N,No,No,Yes,145.1247510,-38.0860220
VIC,SEBASTOPOL,SAFEWAY CALTEX,3 HERTFORD STREET,3356,03 53356506,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,,No,No,Yes,N,No,No,Yes,143.8407220,-37.5852280
NSW,SEVEN HILLS,WOOLWORTHS CALTEX,240 PROSPECT HWY,2147,02 96723681,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,,No,No,Yes,N,No,No,Yes,150.9333050,-33.7765430
VIC,SEYMOUR,SAFEWAY CALTEX,43 EMILY STREET,3660,03 57924312,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,,No,No,Yes,N,No,No,Yes,145.1286290,-37.0197000
NSW,SHELLHARBOUR,WOOLWORTHS CALTEX,LOT 230 LAKE ENTRANCE RD,2529,02 42978376,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,,No,No,Yes,N,No,No,Yes,150.8299890,-34.5645310
VIC,SHEPPARTON EAST,SAFEWAY CALTEX,106 BENALLA RD,3631,03 58216111,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,,No,No,Yes,N,No,No,Yes,145.4239400,-36.3861280
NSW,SINGLETON,WOOLWORTHS CALTEX,RYAN ST CNR BURNS LANE,2330,02 65715046,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,No,,No,No,Yes,N,No,No,Yes,151.1658180,-32.5649440
QLD,SLACKS CREEK,WOOLWORTHS CALTEX,124 PARADISE RD,4127,07 38043207,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,N,No,No,Yes,153.1325410,-27.6403180
SA,SOMERTON PARK,WOOLWORTHS CALTEX,150 BRIGHTON ROAD,5044,08 83769859,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,,Yes,Yes,Yes,N,No,No,Yes,138.5211210,-34.9914070
VIC,SOMERVILLE,SAFEWAY CALTEX,17 ERAMOSA ROAD WEST,3912,03 59779142,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,,No,No,Yes,N,No,No,Yes,145.1729010,-38.2234450
TAS,SORELL,WOOLWORTHS CALTEX,12 WESTON HILL RD,7172,03 62653648,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,,No,No,Yes,N,No,No,Yes,147.5653130,-42.7804640
WA,SOUTH LAKE,WOOLWORTHS CALTEX,752 NORTH LAKE RD,6164,08 94148247,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,N,No,No,Yes,115.8383550,-32.1160510
VIC,SOUTH MORANG,SAFEWAY CALTEX,10 HEATHS COURT,3082,03 94360975,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,,No,No,Yes,N,No,No,Yes,145.0824700,-37.6569260
QLD,SOUTHPORT,WOOLWORTHS CALTEX,163 FERRY RD,4215,07 55282075,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,,No,No,Yes,N,No,No,Yes,153.4109510,-27.9841430
NSW,ST MARYS,WOOLWORTHS CALTEX,116 FORESTORS RD,2760,02 98332131,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,No,,Yes,Yes,Yes,N,No,No,Yes,150.7756790,-33.7556880
VIC,SUNBURY,SAFEWAY CALTEX,25-39 HORNE ST,3429,03 97407830,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,,No,No,No,N,No,No,Yes,144.7264150,-37.5789980
VIC,SUNSHINE,SAFEWAY CALTEX,569 HARVESTER RD,3020,03 93648310,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,,No,No,No,N,No,No,Yes,144.8296640,-37.7813710
VIC,SUNSHINE NORTH,SAFEWAY CALTEX,431 BALLARAT RD,3020,03 93101294,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,,Yes,Yes,Yes,N,No,No,Yes,144.8404680,-37.7783930
VIC,SWAN HILL,SAFEWAY CALTEX,108-112 BEVERIDGE STREET,3585,03 50324840,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,,No,Yes,Yes,N,No,No,Yes,143.5580280,-35.3390100
VIC,TAYLORS LAKE,SAFEWAY CALTEX,399 MELTON HIGHWAY,3038,03 93904311,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,,Yes,Yes,Yes,N,No,No,Yes,144.7779700,-37.6968070
NSW,TAMWORTH,WOOLWORTHS CALTEX,119 BRIDGE ST CNR BELMORE ST,2340,02 67655129,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,,No,No,Yes,N,No,No,Yes,150.9165960,-31.0934900
NSW,TAREE,WOOLWORTHS CALTEX,70 MANNING ST,2430,02 65513848,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,,No,No,Yes,N,No,No,Yes,152.4583920,-31.9089150
NSW,TEMORA,WOOLWORTHS CALTEX,LOT 1 POLARIS ST CNR HOSKINS ST,2666,02 69780738,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,,No,No,Yes,N,No,No,Yes,147.5318680,-34.4431890
QLD,TINGALPA,WOOLWORTHS CALTEX,869 MANLY RD,4173,07 38907211,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,N,No,No,Yes,153.1425130,-27.4752650
QLD,TOOWOOMBA,WOOLWORTHS CALTEX,11 JAMES ST,4350,07 46130137,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,,No,Yes,Yes,N,No,No,Yes,151.9769940,-27.5719520
QLD,TOWNSVILLE,WOOLWORTHS CALTEX,35 KINGS RD CNR WOOLCOCK ST,4812,07 47241576,No,Yes,No,No,No,Yes,No,No,Yes,Yes,No,,No,No,Yes,N,No,No,Yes,146.7894640,-19.2710530
VIC,TRARALGON,SAFEWAY CALTEX,SEYMOUR ST CNR PRINCESS HWY,3844,03 51750489,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,,No,No,Yes,N,No,No,Yes,146.5404370,-38.1969300
NSW,TUGGERAH,WOOLWORTHS CALTEX,24 GAVENLOCK RD,2259,02 43536160,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,,No,No,Yes,N,No,No,Yes,151.4151580,-33.3085850
ACT,TUGGERANONG,WOOLWORTHS CALTEX,SCOLLAY ST CNR SOWARD WAY,2900,02 62933437,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,,Yes,Yes,Yes,N,No,No,Yes,149.0665750,-35.4188660
NSW,TUMUT,WOOLWORTHS CALTEX,29 FITZROY ST,2720,02 69474718,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,No,,No,No,Yes,N,No,No,Yes,148.2244480,-35.2999560
NSW,TWEED HEADS,WOOLWORTHS CALTEX,61 WHARF RD,2485,07 55991382,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,,No,Yes,Yes,N,No,No,Yes,153.5430940,-28.1722350
NSW,UNANDERRA,WOOLWORTHS CALTEX,106 PRINCESS HWY CNR TANNERY ST,2526,02 42728368,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,,No,No,Yes,N,No,No,Yes,150.8445500,-34.4548910
QLD,URANGAN,WOOLWORTHS CALTEX,LOT 2 BOAT HARBOUR DR CNR ELIZABETH,4655,07 41255893,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,No,,No,No,Yes,N,No,No,Yes,152.8934900,-25.2930970
SA,VICTOR HARBOR,WOOLWORTHS CALTEX,27 TORRENS RD,5211,08 85529284,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,,No,No,Yes,N,No,No,Yes,138.6214440,-35.5535590
NSW,VINEYARD,WOOLWORTHS CALTEX,WINDSOR RD CNR MELBOURNE ST,2765,02 98381324,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,,Yes,Yes,Yes,N,No,No,Yes,150.8723590,-33.6560260
NSW,WAGGA WAGGA,WOOLWORTHS CALTEX,17 FORSYTH ST,2650,02 69216988,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,,No,Yes,Yes,N,No,No,Yes,147.3740360,-35.1144610
VIC,WANTIRNA,SAFEWAY CALTEX,699 BORONIA RD,3152,03 98870615,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,,Yes,Yes,Yes,N,No,No,Yes,145.2263310,-37.8474550
NSW,WARABROOK,WOOLWORTHS CALTEX,3 ANGOPHERA ST,2304,02 49609953,Yes,No,No,No,No,No,No,No,Yes,Yes,No,,No,No,Yes,N,No,No,Yes,151.7190820,-32.8870260
NSW,WARILLA,WOOLWORTHS CALTEX,43 SHELLHARBOUR RD,2528,02 42973884,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,No,,No,No,Yes,N,No,No,Yes,150.8625930,-34.5450590
VIC,WARRAGUL,SAFEWAY CALTEX,53 SMITH ST,3820,03 56221620,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,,No,No,Yes,N,No,No,Yes,145.9320690,-38.1604140
VIC,WARRNAMBOOL,SAFEWAY CALTEX,745 RAGLAN PARADE,3280,03 55611879,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,,No,No,Yes,N,No,No,Yes,142.4810490,-38.3776490
QLD,WARWICK,WOOLWORTHS CALTEX,62 ALBION ST,4370,07 46615785,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,No,,No,No,Yes,N,No,No,Yes,152.0349290,-28.2170960
VIC,WAURN PONDS,SAFEWAY CALTEX,PIONEER ST,3216,03 52412963,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,,No,No,Yes,N,No,No,Yes,144.3214800,-38.1999300
VIC,WENDOUREE,SAFEWAY CALTEX,1253 HOWITT RD,3355,03 53399765,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,,No,No,Yes,N,No,No,Yes,143.8255240,-37.5396420
VIC,WERRIBEE,SAFEWAY CALTEX,DERRIMUT RD CNR HOGANS RD,3030,03 97480797,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,N,No,No,Yes,144.6848470,-37.8634740
NSW,WERRINGTON,WOOLWORTHS CALTEX,574 GREAT WESTERN HIGHWAY,2747,02 98337589,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,N,No,No,Yes,150.7568220,-33.7681510
VIC,WHEELERS HILL,SAFEWAY CALTEX,212-216 JELLS RD,3150,03 95618179,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,,No,Yes,Yes,N,No,No,Yes,145.1883670,-37.9114060
SA,WHYALLA,WOOLWORTHS CALTEX,711 EKVLOM ST,5600,08 86457576,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,,No,No,Yes,N,No,No,Yes,137.5349670,-33.0274170
QLD,WILSONTON,WOOLWORTHS CALTEX,HOOPER ST CNR ERIN ST,4350,07 46330168,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,,No,No,Yes,N,No,No,Yes,151.9258150,-27.5428250
SA,WINDSOR GARDENS,WOOLWORTHS CALTEX,368 NORTH EAST RD,5087,08 82614206,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,N,No,No,Yes,138.6422550,-34.8674000
NSW,WOLLONGONG WEST,WOOLWORTHS CALTEX,425 CROWN ST,2500,02 42298375,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,,Yes,Yes,Yes,N,No,No,Yes,150.8799780,-34.4261780
VIC,WONTHAGGI,SAFEWAY CALTEX,4 MURRAY ST,3995,03 56721115,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,,No,No,Yes,N,No,No,Yes,145.5915940,-38.6047740
QLD,WOODRIDGE,WOOLWORTHS CALTEX,398 KINGSTON ROAD,4114,07 38043397,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,N,No,No,Yes,153.1185390,-27.6452620
SA,WOODVILLE,WOOLWORTHS CALTEX,801 PORT RD,5011,08 83450659,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,N,No,No,Yes,138.5342220,-34.8797570
TAS,WYNYARD,WOOLWORTHS CALTEX,34 JACKSON ST,7325,03 64424891,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,,No,No,Yes,N,No,No,Yes,145.7286330,-40.9902580
NSW,WYOMING,WOOLWORTHS CALTEX,522 PACIFIC HWY CNR RENWICK RD,2250,02 43297847,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,,No,Yes,Yes,N,No,No,Yes,151.3500750,-33.4044160
QLD,YAMANTO,WOOLWORTHS CALTEX,WARWICK RD CNR CUNNINGHAM HWY,4305,07 32880403,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,,No,No,Yes,N,No,No,Yes,152.7392190,-27.6614980
NSW,YOUNG,WOOLWORTHS CALTEX,LOVELL ST CNR THORNHILL ST,2594,02 63827259,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,,No,No,Yes,N,No,No,Yes,148.2903820,-34.3108110
QLD,ZILLMERE,WOOLWORTHS CALTEX,396 BEAMS RD,4034,07 32165782,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,,Yes,Yes,Yes,N,No,No,Yes,153.0364050,-27.3498230
NSW,TAHMOOR,WOOLWORTHS CALTEX,REMEMBERANCE DR CNR THIRLMERE WAY,2573,02 46819269,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,No,,No,No,Yes,N,No,No,Yes,150.5931750,-34.2223130
WA,JURIEN BAY,CALTEX,131 BASHFORD STREET,6516,08 96521053,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,,No,Yes,Yes,4,Yes,No,Yes,115.0421590,-30.3027990
QLD,ROSSLYN BAY,CALTEX,VINCE JONES MEMORIAL DRIVE,4703,07 4933 6865,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,,No,No,No,N,No,No,No,150.7914480,-23.1642610
WA,MANDURAH,WOOLWORTHS CALTEX,318 PINJARRA RD CNR ARNOLD ST,6210,08 95359679,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,,No,No,Yes,N,No,No,Yes,115.7396620,-32.5364100
WA,BROOKS GARDEN ALBANY,WOOLWORTHS CALTEX,CHESTER PASS RD,6330,08 98429239,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,,No,No,Yes,N,No,No,Yes,117.8762220,-34.9879490
WA,EATON,WOOLWORTHS CALTEX,LOT 7 CNR EATON & RECREATION DRIVES,6232,08 97241568,No,Yes,No,Yes,No,No,No,Yes,No,Yes,Yes,,No,No,Yes,N,No,No,Yes,115.7169060,-33.3197520
VIC,NEWCOMB,SAFEWAY CALTEX,27-41 BELLARINE HWY,3219,03 52485091,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,,No,No,Yes,N,No,No,Yes,144.3876130,-38.1693660
NSW,LAKE CATHIE,WOOLWORTHS CALTEX,LOT 2 OCEAN DRIVE,2445,02 65848955,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,,No,No,Yes,N,No,No,Yes,152.8542460,-31.5530320
TAS,PROSPECT VALE,WOOLWORTHS CALTEX,360-364 WESTBURY RD,7250,03 63402574,No,Yes,No,No,No,Yes,No,No,No,Yes,No,,No,No,Yes,N,No,No,Yes,147.1262090,-41.4810520
VIC,NORLANE,SAFEWAY CALTEX,290-306 ANAKIE RD BELLPOST SHOPPING,3214,03 52742559,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,,No,No,Yes,N,No,No,Yes,144.3359770,-38.0899930
NSW,INVERELL,WOOLWORTHS CALTEX,262 BYRON ST,2360,02 67215438,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,,No,No,Yes,N,No,No,Yes,151.1185380,-29.7688600
QLD,CURRIMUNDI,WOOLWORTHS CALTEX,LOT 1 BELLARA DRIVE CNR NICKLIN WAY,4551,07 54378006,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,,No,No,Yes,N,No,No,Yes,153.1221940,-26.7736510
VIC,KYABRAM,SAFEWAY CALTEX,70-72 UNION STREET,3620,03 35823342,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,,No,No,Yes,N,No,No,Yes,145.0473130,-36.3123850
NSW,HEATHCOTE,CALTEX WOOLWORTHS,1344 PRINCES HIGHWAY,2233,02 95482087,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,N,No,No,Yes,151.0069370,-34.0884110
NSW,ORANGE,WOOLWORTHS CALTEX,357-361 SUMMER ST,2800,02 63619369,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,,No,No,Yes,N,No,No,Yes,149.1050890,-33.2846570
WA,RIVERVALE,CALTEX WOOLWORTHS,111 GREAT EASTERN HIGHWAY,6103,08 92772886,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,,No,Yes,Yes,N,Yes,No,Yes,115.9129170,-31.9535700
WA,RIVERTON,CALTEX WOOLWORTHS,270 HIGH RD,6148,08 92595798,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,,No,Yes,Yes,N,Yes,No,Yes,115.8971060,-32.0386060
WA,KARRINYUP,CALTEX WOOLWORTHS,490 KARRINYUP RD CNR NORTH BEACH RD,6018,08 94462488,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,N,Yes,No,Yes,115.7961520,-31.8820520
WA,SUBIACO,CALTEX WOOLWORTHS,194 ROKEBY RD CNR BAGOT RD,6008,08 93816838,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,N,Yes,No,Yes,115.8240550,-31.9505330
NSW,MERRYLANDS,CALTEX WOOLWORTHS,150 WOODVILLE RD CNR MERRYLANDS RD,2160,02 96823857,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,,No,Yes,Yes,N,Yes,No,Yes,150.9997070,-33.8381530
QLD,MALANDA,CALTEX,42 JAMES ST,4885,07 40965646,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,,No,No,No,1,No,No,Yes,145.5927850,-17.3518370
NSW,GOSFORD WEST,CALTEX,69-71 PACIFIC HIGHWAY,2250,02 43257456,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,,No,Yes,Yes,N,Yes,Yes,Yes,151.3395570,-33.4266950
ACT,CALWELL,CALTEX WOOLWORTHS,WERE ST CNR WEBBER CRESCENT,2905,02 62928001,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,,No,Yes,Yes,N,Yes,No,Yes,149.1125480,-35.4348580
QLD,CARSELDINE,CALTEX WOOLWORTHS,1754 GYMPIE RD,4034,07 32633651,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,,Yes,Yes,Yes,N,Yes,No,Yes,153.0108180,-27.3412020
NSW,FIVE DOCK,CALTEX,FAIRLIGHT ST CNR RAMSAY RD,2046,02 97132622,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,,No,No,Yes,N,No,No,Yes,151.1300920,-33.8699970
WA,MORLEY,CALTEX,296 BENARA RD CNR BEECHBORO RD,6062,08 93783478,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,,No,Yes,Yes,N,Yes,No,Yes,115.9254790,-31.8756690
VIC,MENTONE,CALTEX SAFEWAY,53-77 BALCOMBE RD CNR STATION ST,3194,03 95835537,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,,No,Yes,Yes,N,Yes,No,No,145.0661580,-37.9817260
SA,WEST LAKES,WOOLWORTHS CALTEX,111 WEST LAKES BOULEVARD,5021,08 83534399,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,,No,No,Yes,N,No,No,Yes,138.4935610,-34.8772060
VIC,CRAIGIEBURN,SAFEWAY CALTEX,10 CRAIGIEBURN RD,3064,03 93084575,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,,No,No,Yes,N,No,No,Yes,144.9412960,-37.5989110
NSW,BASS HILL,WOOLWORTHS CALTEX,862 HUME HIGHWAY,2197,02 97282233,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,,No,No,Yes,N,No,No,Yes,150.9993020,-33.9015150
VIC,YARRAWONGA,SAFEWAY CALTEX,156 BELMORE ST,3730,03 57433411,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,,No,No,Yes,N,No,No,Yes,146.0047000,-36.0150360
VIC,ECHUCA,SAFEWAY CALTEX,102-106 ANNESLEY ST,3564,03 54824491,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,,No,No,Yes,N,No,No,No,144.7525000,-36.1329920
VIC,MARIBYRNONG,SAFEWAY CALTEX,LOTS 1-4 WILLIAMSON RD,3032,03 93186910,No,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,,No,No,Yes,N,No,No,Yes,144.8821100,-37.7753790
VIC,MOONEE PONDS,SAFEWAY CALTEX,294-296 ASCOT VALE RD,3039,03 93752592,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,,No,No,Yes,N,No,No,Yes,144.9241760,-37.7716360
SA,RENMARK,WOOLWORTHS CALTEX,202-206 RENMARK AVE,5341,08 85863465,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,,No,No,Yes,N,No,No,Yes,140.7450150,-34.1754290
SA,PORT LINCOLN,WOOLWORTHS CALTEX,LOT 1 CNR MORTLOCK TERR & BOSTON ST,5606,08 86831464,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,,No,No,Yes,N,No,No,Yes,135.8588690,-34.7250430
WA,ELLENBROOK,WOOLWORTHS CALTEX,LOT 3432 THE PROMENADE,6069,08 92971044,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,,No,No,Yes,N,No,No,Yes,115.9690810,-31.7808490
VIC,WALLAN,SAFEWAY CALTEX,81 HIGH ST CNR QUEEN ST,3756,03 57833943,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,,No,No,Yes,N,No,No,Yes,144.9789350,-37.4128200
WA,CARINE,CALTEX WOOLWORTHS,BEACH RD CNR DUFFY RD,6020,08 94474900,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,N,Yes,No,Yes,115.7954940,-31.8463070
VIC,CORRYONG,CALTEX,MURRAY VALLEY HWY,3707,02 60761152,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,,Yes,No,Yes,N,No,No,Yes,147.8829120,-36.2027510
QLD,BOULDERCOMBE,CALTEX,CNR SUNRAY & BURNETT HWY,4702,07 49340280,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,,No,No,Yes,N,No,No,No,150.4735980,-23.5600510
NSW,LANE COVE,CALTEX WOOLWORTHS,235-245 BURNS BAY RD,2066,02 94275479,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes,N,Yes,No,Yes,151.1516310,-33.8162270
QLD,TOOWONG,CALTEX WOOLWORTHS,581 MILTON ROAD,4066,07 38707838,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,,No,Yes,Yes,N,Yes,No,Yes,152.9858540,-27.4785370
NSW,ROZELLE,CALTEX WOOLWORTHS,121 VICTORIA RD CNR WELLINGTON ST,2039,02 95554894,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,N,Yes,No,Yes,151.1685210,-33.8625230
NSW,HAY SOUTH,CALTEX,429-431 MOAMA STREET,2711,02 69931617,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,,No,No,No,2,Yes,No,Yes,144.8377660,-34.5206480
VIC,FOREST HILL,CALTEX SAFEWAY,484 CANTERBURY RD - BRENTFORD SQ,3131,03 98789408,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,,No,No,Yes,N,No,No,Yes,145.1837280,-37.8364640
TAS,BELLERIVE,CALTEX WOOLWORTHS,86 CLARENCE STREET,7018,03 62442749,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,,No,No,No,N,No,No,No,147.3780200,-42.8752890
QLD,ELANORA,CALTEX WOOLWORTHS,196 K P MCGRATH DRIVE,4221,07 55981982,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,,No,Yes,Yes,N,Yes,No,Yes,153.4616130,-28.1229180
NSW,BELROSE,CALTEX WOOLWORTHS,157 FOREST WAY,2085,02 94517380,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,No,,Yes,No,No,N,Yes,No,Yes,151.2214530,-33.7327500
QLD,VINCENT,CALTEX WOOLWORTHS,66-68 NATHAN ST CNR FULHAM RD,4814,07 47794415,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,,No,Yes,Yes,N,No,No,Yes,146.7614990,-19.2877920
NSW,SOUTH WENTWORTHVILLE,CALTEX WOOLWORTHS,313 GREAT WESTERN HWY,2145,02 96319631,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,N,Yes,No,Yes,150.9719760,-33.8162700
NSW,WYOMING,CALTEX,465 PACIFIC HWY,2250,02 43233455,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,N,Yes,No,Yes,151.3498940,-33.4092030
NSW,BATEMANS BAY,CALTEX WOOLWORTHS,87-89 PRINCES HWY CNR HUGHES ST,2536,02 44728025,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,,No,Yes,Yes,N,Yes,No,Yes,150.1763870,-35.7193430
